name,country,designation,polyID,point,Acanthixalus_spinosus,Afrixalus_dorsalis,Afrixalus_fulvovittatus,Afrixalus_laevis,Afrixalus_paradorsalis,Afrixalus_quadrivittatus,Afrixalus_vittiger,Afrixalus_weidholzi,Alexteroon_hypsiphonus,Amietophrynus_camerunensis,Amietophrynus_djohongensis,Amietophrynus_gracilipes,Amietophrynus_latifrons,Amietophrynus_maculatus,Amietophrynus_regularis,Amietophrynus_steindachneri,Amietophrynus_superciliaris,Amietophrynus_togoensis,Amietophrynus_tuberosus,Amietophrynus_xeros,Arthroleptis_adelphus,Arthroleptis_poecilonotus,Arthroleptis_sylvaticus,Arthroleptis_variabilis,Astylosternus_diadematus,Astylosternus_laurenti,Astylosternus_montanus,Astylosternus_occidentalis,Astylosternus_rheophilus,Aubria_occidentalis,Bufo_pentoni,Cardioglossa_gracilis,Cardioglossa_leucomystax,Cardioglossa_nigromaculata,Cardioglossa_pulchra,Chiromantis_rufescens,Chlorolius_koehleri,Conraua_alleni,Conraua_crassipes,Conraua_robusta,Geotrypetes_seraphini,Hemisus_guineensis,Hemisus_marmoratus,Herpele_squalostoma,Hildebrandtia_ornata,Hoplobatrachus_occipitalis,Hylarana_albolabris,Hylarana_amnicola,Hylarana_asperrima,Hylarana_galamensis,Hylarana_lepus,Hylarana_longipes,Hylarana_occidentalis,Hymenochirus_boettgeri,Hyperolius_balfouri,Hyperolius_baumanni,Hyperolius_bolifambae,Hyperolius_chlorosteus,Hyperolius_concolor,Hyperolius_fusciventris,Hyperolius_guttulatus,Hyperolius_igbettensis,Hyperolius_lamottei,Hyperolius_nasutus,Hyperolius_nitidulus,Hyperolius_ocellatus,Hyperolius_picturatus,Hyperolius_riggenbachi,Hyperolius_tuberculatus,Hyperolius_viridiflavus,Hyperolius_zonatus,Idiocranium_russeli,Kassina_arboricola,Kassina_cassinoides,Kassina_fusca,Kassina_maculosa,Kassina_schioetzi,Kassina_senegalensis,Leptodactylodon_bicolor,Leptodactylodon_ovatus,Leptodactylodon_perreti,Leptodactylodon_polyacanthus,Leptopelis_aubryi,Leptopelis_boulengeri,Leptopelis_brevirostris,Leptopelis_bufonides,Leptopelis_calcaratus,Leptopelis_macrotis,Leptopelis_millsoni,Leptopelis_modestus,Leptopelis_nordequatorialis,Leptopelis_notatus,Leptopelis_occidentalis,Leptopelis_omissus,Leptopelis_viridis,Nectophryne_afra,Nectophryne_batesii,Nyctibates_corrugatus,Opisthothylax_immaculatus,Petropedetes_natator,Petropedetes_newtoni,Petropedetes_parkeri,Phlyctimantis_boulengeri,Phrynobatrachus_africanus,Phrynobatrachus_alleni,Phrynobatrachus_auritus,Phrynobatrachus_batesii,Phrynobatrachus_calcaratus,Phrynobatrachus_cornutus,Phrynobatrachus_cricogaster,Phrynobatrachus_francisci,Phrynobatrachus_fraterculus,Phrynobatrachus_guineensis,Phrynobatrachus_gutturosus,Phrynobatrachus_hylaios,Phrynobatrachus_latifrons,Phrynobatrachus_liberiensis,Phrynobatrachus_natalensis,Phrynobatrachus_phyllophilus,Phrynobatrachus_plicatus,Phrynobatrachus_sandersoni,Phrynobatrachus_steindachneri,Phrynobatrachus_tokba,Phrynobatrachus_villiersi,Phrynobatrachus_werneri,Phrynomantis_microps,Ptychadena_aequiplicata,Ptychadena_bibroni,Ptychadena_longirostris,Ptychadena_oxyrhynchus,Ptychadena_pujoli,Ptychadena_pumilio,Ptychadena_schillukorum,Ptychadena_stenocephala,Ptychadena_straeleni,Ptychadena_superciliaris,Ptychadena_tellinii,Ptychadena_tournieri,Ptychadena_trinodis,Pyxicephalus_edulis,Scotobleps_gabonicus,Silurana_tropicalis,Tomopterna_cryptotis,Xenopus_fraseri,Xenopus_laevis,Xenopus_muelleri,WDPAID,iucn_cat
Agaie Gate,NGA,Forest Reserve,681,polygon,None,None,None,None,None,Inc,NC,NC,None,None,None,None,None,Dec,NC,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,NC,NC,None,Inc,NC,None,None,None,NC,None,None,None,None,None,None,None,None,Dec,None,None,Dec,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dec,None,None,Dec,None,NC,None,NC,None,None,None,None,None,None,None,NC,None,NC,None,Dec,None,NC,None,None,None,None,NC,None,NC,Inc,None,NC,None,None,None,Dec,36629,Not Reported
Agala,NGA,Forest Reserve,91,polygon,None,None,None,None,None,NC,None,Dec,None,NC,None,None,None,Dec,Dec,None,None,None,None,None,None,NC,None,NC,None,None,None,None,None,Inc,None,None,Inc,None,None,Inc,None,None,NC,None,Dec,Dec,NC,NC,None,NC,Inc,None,None,NC,None,None,None,NC,None,None,NC,None,NC,NC,Inc,NC,None,None,Dec,Inc,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,Inc,None,NC,None,None,None,None,None,None,None,None,None,Dec,NC,None,None,NC,None,None,None,NC,None,None,None,None,NC,None,None,NC,None,None,None,None,NC,None,Dec,None,None,None,None,None,None,None,None,Inc,NC,None,Dec,None,NC,None,None,None,None,None,None,None,None,NC,NC,None,None,Inc,Inc,36921,Not Reported
Agbaja,NGA,Forest Reserve,819,polygon,None,None,None,None,None,NC,None,NC,None,None,None,None,None,NC,NC,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,None,Dec,NC,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,NC,None,None,None,None,None,None,None,None,Inc,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,Inc,None,None,NC,None,None,Inc,None,NC,None,Dec,None,None,None,None,None,None,None,NC,None,NC,None,Dec,None,NC,None,None,None,None,Inc,None,None,None,None,NC,None,None,None,Dec,36769,Not Reported
Agbo,CIV,Classified Forest,79,polygon,None,NC,None,None,None,None,NC,None,None,None,None,None,None,Dec,Dec,None,None,NC,None,None,None,Inc,None,Dec,None,None,None,None,None,NC,None,None,NC,None,None,NC,None,None,None,None,Dec,Dec,None,None,None,NC,Dec,None,None,NC,None,None,None,None,None,None,None,None,NC,Dec,Dec,NC,None,None,Inc,None,NC,None,None,None,None,None,NC,None,None,None,NC,Inc,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,Inc,None,None,None,None,None,None,None,NC,None,NC,None,None,NC,None,None,Inc,None,None,NC,None,NC,NC,Inc,None,NC,None,None,None,NC,None,Inc,Dec,Dec,NC,None,None,NC,None,None,None,NC,None,Inc,None,None,None,NC,None,None,None,None,300895,Not Reported
Agbonou-Nord,TGO,Forest Reserve,31,polygon,None,Inc,None,None,None,None,NC,NC,None,None,None,None,None,NC,Inc,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Inc,NC,None,None,Inc,NC,None,None,Inc,None,None,None,None,None,NC,None,None,NC,Inc,NC,NC,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,Inc,None,None,NC,None,NC,None,NC,None,None,None,None,None,None,None,NC,Inc,NC,None,NC,None,NC,None,None,None,None,Inc,None,None,None,None,NC,None,None,None,NC,37119,Not Reported
Agbun,NGA,Forest Reserve,779,polygon,None,None,None,None,None,NC,None,Dec,None,None,None,None,None,Dec,Dec,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dec,NC,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,Dec,None,None,NC,None,None,None,None,None,None,None,None,Dec,None,None,None,NC,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,Dec,None,None,None,None,None,None,None,NC,None,Dec,None,Dec,None,NC,None,None,None,None,NC,None,Inc,None,None,Dec,None,None,Dec,Dec,36729,Not Reported
Ago-Owu,NGA,Forest Reserve,30,polygon,None,NC,None,None,None,None,NC,Dec,None,None,None,None,None,Dec,Dec,None,None,None,None,None,None,NC,None,Inc,None,None,None,None,None,NC,None,None,Inc,None,None,NC,None,None,None,None,Inc,Dec,NC,None,None,Dec,NC,None,None,NC,None,None,None,None,None,None,None,None,NC,NC,NC,NC,None,None,Dec,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,NC,None,NC,NC,None,None,NC,None,None,NC,None,NC,None,NC,None,NC,None,None,None,None,None,Inc,Inc,NC,NC,NC,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,NC,36818,Not Reported
Agoi,NGA,Forest Reserve,176,polygon,NC,NC,None,None,NC,NC,None,NC,None,NC,None,Inc,None,Dec,NC,None,Inc,None,None,None,None,NC,None,NC,None,None,None,None,None,NC,None,Inc,NC,NC,None,NC,NC,None,NC,None,NC,Inc,None,NC,None,Dec,NC,None,None,NC,None,None,None,NC,None,None,NC,None,NC,NC,NC,NC,None,None,NC,NC,None,None,NC,None,None,None,None,None,None,None,None,NC,None,NC,None,None,NC,Dec,NC,None,NC,None,NC,None,None,NC,None,Dec,Inc,Dec,None,NC,Dec,None,None,None,NC,None,None,Inc,NC,NC,None,None,None,None,None,None,None,NC,None,Inc,None,NC,None,None,None,None,None,None,NC,NC,None,Dec,None,NC,None,None,None,None,None,None,None,None,NC,NC,None,None,None,None,37012,Not Reported
Agou,TGO,Forest Reserve,2,polygon,None,NC,None,None,None,None,NC,None,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,Dec,None,NC,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,Dec,NC,None,None,NC,Dec,None,None,NC,None,None,None,None,None,NC,None,None,NC,NC,NC,NC,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dec,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,None,None,None,NC,None,NC,None,Inc,None,None,None,None,None,None,None,Dec,Dec,NC,NC,Dec,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,Inc,37121,Not Reported
Agoua,BEN,Classified Forest,18,polygon,None,None,None,None,None,None,NC,NC,None,None,None,None,None,Dec,NC,None,None,None,None,None,None,Dec,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,NC,None,None,NC,NC,None,None,NC,None,None,None,None,None,None,None,None,Dec,None,NC,Dec,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,Dec,None,None,Dec,None,NC,None,Dec,None,None,None,None,None,None,None,NC,NC,NC,None,Dec,None,NC,None,None,None,None,NC,None,Inc,None,None,NC,None,None,None,Dec,7957,Not Reported
Agrimey,BEN,Classified Forest,2,polygon,None,None,None,None,None,None,NC,Inc,None,None,None,None,None,Dec,Dec,None,None,None,None,None,None,Dec,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,None,Dec,NC,None,None,NC,Inc,None,None,NC,None,None,None,None,None,None,None,None,NC,Inc,Inc,NC,None,None,Dec,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dec,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,NC,None,NC,None,Inc,None,None,None,None,None,None,None,Dec,Dec,Dec,NC,Dec,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,Inc,5159,Not Reported
Aguara,NGA,Forest Reserve,132,polygon,None,None,None,None,None,NC,None,Dec,None,None,None,None,None,Dec,Dec,None,None,None,None,None,None,NC,None,NC,None,None,None,None,None,NC,None,None,Inc,None,None,NC,None,None,None,None,Dec,NC,Inc,None,None,NC,Inc,None,None,NC,None,None,None,Inc,None,None,None,None,NC,NC,None,NC,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,NC,NC,None,None,None,None,None,None,None,None,None,Dec,Dec,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,Inc,None,None,None,None,NC,None,Dec,None,None,None,None,None,None,None,None,NC,NC,None,Dec,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,Inc,36964,Not Reported
Aguobu Owa,NGA,Forest Reserve,125,polygon,None,None,None,None,None,NC,None,Dec,None,None,None,None,None,Dec,Dec,None,None,None,None,None,None,NC,None,NC,None,None,None,None,None,NC,None,None,Inc,None,None,NC,None,None,None,None,Dec,NC,Inc,None,None,NC,Inc,None,None,NC,None,None,None,Inc,None,None,None,None,NC,NC,None,NC,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,NC,NC,None,None,None,None,None,None,None,None,None,Dec,Dec,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,Inc,None,None,None,None,NC,None,Dec,None,None,None,None,None,None,None,None,NC,NC,None,Dec,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,Inc,36957,Not Reported
Ahirasu Blocks I & II,GHA,Forest Reserve,10,polygon,None,Dec,None,None,None,None,Inc,None,None,None,None,None,None,Dec,Dec,None,None,NC,None,None,None,Dec,None,Dec,None,None,None,None,None,Dec,None,None,Dec,None,None,NC,None,None,None,None,Dec,Dec,None,None,None,Dec,Dec,None,None,NC,None,None,NC,None,None,None,None,None,NC,Dec,Dec,NC,None,None,None,None,NC,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,Inc,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,None,None,None,NC,None,NC,NC,None,None,NC,None,None,None,NC,None,None,Dec,Dec,NC,Dec,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,26454,Not Reported
Ahua,CIV,Classified Forest,23,polygon,None,Inc,None,None,None,None,NC,Inc,None,None,None,None,None,Dec,Dec,None,None,NC,None,None,None,Dec,None,Dec,None,None,None,None,None,Dec,None,None,None,None,None,NC,None,None,None,None,NC,Dec,Inc,None,None,NC,Inc,None,None,NC,None,None,None,None,None,None,None,None,Dec,Dec,Dec,NC,None,None,Dec,None,NC,None,None,None,None,None,NC,None,None,None,NC,Inc,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,Dec,None,None,None,None,None,None,None,NC,None,NC,None,None,Dec,None,None,Dec,None,None,Dec,None,NC,NC,Dec,None,NC,None,None,None,None,None,Dec,NC,Dec,NC,Inc,None,NC,None,None,None,NC,None,Dec,None,None,None,Dec,None,None,None,None,29580,Not Reported
Air and Tenere Natural Reserves,NER,World Heritage Site,13,polygon,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,67727,Not Applicable
Air and Tenere,NER,National Nature Reserve,4,polygon,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,9024,IV
Aiyaola,GHA,Forest Reserve,92,polygon,None,NC,None,None,None,None,NC,None,None,None,None,None,None,Dec,Dec,None,Inc,NC,None,None,None,NC,None,Dec,None,None,None,None,None,NC,None,None,Inc,None,None,NC,None,None,None,None,Inc,Dec,Inc,None,None,NC,Dec,None,None,NC,None,None,NC,None,None,None,None,None,NC,NC,NC,NC,None,None,Inc,None,NC,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,None,None,None,NC,None,NC,NC,None,None,NC,None,None,None,NC,None,None,Dec,NC,NC,Dec,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,40792,Not Reported
Ajaokuta,NGA,Forest Reserve,967,polygon,None,None,None,None,None,NC,Inc,NC,None,None,None,None,None,NC,NC,None,None,None,None,None,None,NC,None,Inc,None,None,None,None,None,Inc,None,None,None,None,None,Inc,None,None,None,None,Inc,NC,NC,None,None,NC,Inc,None,None,NC,None,None,None,None,None,None,None,None,NC,Inc,None,NC,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,Inc,None,None,NC,None,None,Inc,None,NC,None,Dec,None,None,None,None,None,None,None,Inc,None,NC,None,NC,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,Dec,36847,Not Reported
Ajenjua Bepo,GHA,Forest Reserve,93,polygon,None,NC,None,None,None,None,NC,None,None,None,None,None,None,Dec,Dec,None,Inc,NC,None,None,None,NC,None,Dec,None,None,None,None,None,NC,None,None,Inc,None,None,NC,None,None,None,None,Inc,Dec,Inc,None,None,NC,Dec,None,None,NC,None,None,NC,None,None,None,None,None,NC,NC,NC,NC,None,None,Inc,None,NC,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,None,None,None,NC,None,NC,None,None,None,NC,None,None,None,NC,None,None,Dec,NC,NC,Dec,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,40793,Not Reported
Ajigin,NGA,Forest Reserve,500,polygon,None,None,None,None,None,Inc,None,None,None,None,None,None,None,Dec,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,NC,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,Inc,None,None,None,None,None,None,None,NC,None,NC,None,None,None,NC,NC,None,None,None,NC,None,NC,NC,None,None,NC,None,None,Dec,36439,Not Reported
Ajuesu,GHA,Forest Reserve,39,polygon,None,NC,None,None,None,None,Inc,None,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,NC,None,NC,None,None,None,None,None,NC,None,None,Dec,None,None,NC,None,None,None,None,Dec,NC,None,None,None,NC,NC,None,None,NC,None,None,NC,None,None,None,None,None,NC,NC,NC,NC,None,None,None,None,NC,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,Inc,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,None,None,None,NC,None,NC,NC,None,None,NC,None,None,None,NC,None,None,NC,NC,NC,NC,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,40691,Not Reported
Akanga,NGA,Forest Reserve,793,polygon,None,None,None,None,None,NC,None,Dec,None,None,None,None,None,NC,NC,None,None,None,None,None,None,Dec,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dec,NC,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,None,Dec,None,None,Dec,None,None,Dec,None,None,None,None,None,None,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dec,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dec,None,None,None,None,NC,None,Dec,None,None,None,None,None,None,None,Dec,None,Dec,None,Dec,None,NC,None,None,None,None,NC,None,None,None,None,NC,None,None,Dec,Dec,36743,Not Reported
Akanto,NGA,Forest Reserve,190,polygon,NC,Inc,None,None,NC,NC,None,Dec,None,NC,None,None,None,Dec,Dec,None,None,None,None,None,None,NC,None,NC,None,None,None,None,None,NC,None,None,Inc,None,None,NC,None,None,NC,None,Dec,Dec,Inc,NC,None,NC,NC,None,None,NC,None,None,None,NC,None,None,NC,None,NC,NC,Inc,NC,None,None,Dec,Inc,None,None,Inc,None,None,None,None,None,None,None,None,NC,None,None,None,None,Inc,NC,NC,None,Inc,None,Inc,None,None,Inc,None,NC,Inc,Dec,None,None,NC,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,NC,None,Dec,None,NC,None,None,None,None,None,None,Dec,NC,None,Dec,None,NC,None,None,None,None,None,None,None,None,NC,NC,None,None,None,None,37026,Not Reported
Akerre,NGA,Forest Reserve,640,polygon,None,None,None,None,None,Inc,NC,Dec,None,None,None,None,None,Dec,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,NC,None,Dec,NC,None,None,None,NC,None,None,None,None,None,None,None,None,Dec,None,None,Dec,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,Dec,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dec,None,None,Dec,None,NC,None,NC,None,None,None,None,None,None,None,Dec,None,Dec,None,Dec,None,NC,Inc,None,None,None,NC,None,NC,NC,None,NC,None,None,None,Dec,36586,Not Reported
Ako,NGA,Forest Reserve,537,polygon,None,None,None,None,None,Inc,None,NC,None,None,None,None,None,Dec,NC,Inc,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,Dec,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,NC,None,NC,None,NC,None,NC,NC,None,None,None,NC,None,NC,NC,None,NC,NC,None,NC,NC,36476,Not Reported
